table,permaticker,ticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
SF1,115782,SDG,SOFAMOR DANEK GROUP INC,NYSE,Y,Domestic,834005100,3842,Manufacturing,ORTHOPEDIC PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,,Medical Equipment,Healthcare,Medical Devices,4 - Mid,3 - Small,,USD,TENNESSEE U.S.A,2018-08-22,2018-08-22,1991-05-20,1999-01-27,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000873730,
SF1,115783,AGP1,AMERICAN PAD & PAPER CO,NYSE,Y,Domestic,28816106,2670,Manufacturing,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),,Business Supplies,Industrials,Business Equipment,2 - Micro,3 - Small,AGP,USD,TEXAS U.S.A,2018-08-22,2018-08-22,1996-07-03,1999-01-25,1996-12-31,2000-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000005588,
SF1,115784,RSND,RESOUND CORP,NASDAQ,Y,Domestic,761194109,3842,Manufacturing,ORTHOPEDIC PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,,Medical Equipment,Healthcare,Medical Devices,2 - Micro,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1993-03-05,1999-07-06,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000846463,
SF1,115785,QKTN,QUICKTURN DESIGN SYSTEMS INC,NASDAQ,Y,Domestic,7.4838E+106,3825,Manufacturing,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,,Measuring and Control Equipment,Technology,Semiconductor Equipment & Materials,2 - Micro,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1993-12-16,1999-05-25,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000914252,
SF1,115786,YSII,YOUTH SERVICES INTERNATIONAL INC,NASDAQ,Y,Domestic,987816105,8300,Services,SERVICES-SOCIAL SERVICES,,Personal Services,,None,2 - Micro,2 - Micro,,USD,MARYLAND U.S.A,2018-08-22,2018-08-22,1994-02-04,1999-03-31,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000876726,
SF1,115787,LFBI,LITTLE FALLS BANCORP INC,NASDAQ,Y,Domestic,537101107,6035,Finance Insurance and Real Estate,SAVINGS INSTITUTION FEDERALLY CHARTERED,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,NEW JERSEY U.S.A,2018-08-22,2018-08-22,1996-01-08,1999-05-20,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001427,
SF1,115788,FNBR,FNB ROCHESTER CORP,NASDAQ,Y,Domestic,302908108,6021,Finance Insurance and Real Estate,NATIONAL COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,NEW YORK U.S.A,2018-08-22,2018-08-22,1986-10-21,1999-05-28,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000745087,
SF1,115789,PKA,POLK AUDIO INC,NYSEMKT,Y,Domestic,730900107,3651,Manufacturing,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,,Recreation,Technology,Consumer Electronics,1 - Nano,2 - Micro,,USD,MARYLAND U.S.A,2018-08-22,2018-08-22,1986-07-03,1999-05-21,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000793982,
SF1,115790,NATL1,NAI TECHNOLOGIES INC,NASDAQ,Y,Domestic,62872H107 657305108,3575,Manufacturing,COMPUTER TERMINALS,,Computers,,None,1 - Nano,2 - Micro,NATL,USD,NEW JERSEY U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-02-18,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072575,
SF1,115791,CLCP,CALCOMP TECHNOLOGY INC,NASDAQ,Y,Domestic,865906101 128701109,3577,Manufacturing,COMPUTER PERIPHERAL EQUIPMENT NEC,,Computers,Technology,Computer Systems,2 - Micro,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1987-10-01,1999-01-14,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000818470,
SF1,115792,ALTA1,ALTA GOLD CO,NASDAQ,Y,Domestic,,1040,Mining,GOLD AND SILVER ORES,,Precious Metals,Basic Materials,Gold,2 - Micro,1 - Nano,ALTA,USD,NEVADA U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-04-14,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000090350,
SF1,115793,GGO1,GETCHELL GOLD CORP,NYSEMKT,Y,Domestic,33761W109 374265106,1040,Mining,GOLD AND SILVER ORES,,Precious Metals,Basic Materials,Gold,3 - Small,2 - Micro,GGO,USD,COLORADO U.S.A,2018-08-22,2018-08-22,1988-05-19,1999-05-27,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000824590,
SF1,115794,CCMC,CONCENTRA MANAGED CARE INC,NASDAQ,Y,Domestic,20589T103 20589TAA1,8093,Services,SERVICES-SPECIALTY OUTPATIENT FACILITIES NEC,,Healthcare,Healthcare,Medical Care,3 - Small,3 - Small,,USD,MASSACHUSETTS U.S.A,2018-08-22,2018-08-22,1995-05-10,1999-08-17,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001038528,
SF1,115795,JEVC,JEVIC TRANSPORTATION INC,NASDAQ,Y,Domestic,47719P107,4213,Transportation Communications Electric Gas and Sanitary Service,TRUCKING (NO LOCAL),,Shipping Containers,Industrials,Trucking,2 - Micro,2 - Micro,,USD,NEW JERSEY U.S.A,2018-08-22,2018-08-22,1997-10-08,1999-07-09,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001044066,
SF1,115796,NORC,NORTON DRILLING SERVICES INC,NASDAQ,Y,Domestic,668632102,1381,Mining,DRILLING OIL & GAS WELLS,,Petroleum,Energy,Oil & Gas Drilling,2 - Micro,1 - Nano,NORT NORTC NORCD,USD,TEXAS U.S.A,2018-08-22,2018-08-22,1987-03-10,1999-03-01,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000806850,
SF1,115797,RMPO,RAMAPO FINANCIAL CORP,NASDAQ,Y,Domestic,,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,NEW JERSEY U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-06-11,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000081893,
SF1,115798,SEQU1,SEQUUS PHARMACEUTICALS INC,NASDAQ,Y,Domestic,817471105 536311103,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,2 - Micro,SEQU,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1987-05-20,1999-03-16,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000812444,
SF1,115799,ORTH,OMEGA ORTHODONTICS INC,NASDAQ,Y,Domestic,681973103 681973111,,,,,,,None,1 - Nano,1 - Nano,ORTHW,USD,,2018-08-22,2018-08-22,1997-10-02,1999-04-21,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001032628,
SF1,115800,SLIC,SEMICONDUCTOR LASER INTERNATIONAL CORP,NASDAQ,Y,Domestic,816638100,3674,Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,Electronic Equipment,Technology,Semiconductors,1 - Nano,1 - Nano,,USD,NEW YORK U.S.A,2018-08-21,2018-08-21,1996-03-20,1999-05-26,1996-12-31,2000-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000921445,
SF1,115801,MSR,MSR EXPLORATION LTD,NYSEMKT,Y,Domestic,,1311,Mining,CRUDE PETROLEUM & NATURAL GAS,,Petroleum,Energy,Oil & Gas E&P,1 - Nano,1 - Nano,,USD,TEXAS U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-03-04,1995-03-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000719187,
SF1,115802,SWRA,SWISHER INTERNATIONAL GROUP INC,NYSE,Y,Domestic,870809100,2111,Manufacturing,CIGARETTES,,Tobacco Products,Consumer Defensive,Tobacco,3 - Small,2 - Micro,SWR.A,USD,CONNECTICUT U.S.A,2018-08-22,2018-08-22,1996-12-19,1999-06-14,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001025834,
SF1,115803,TPADA,TELEPAD CORP,NASDAQ,Y,Domestic,87943E106 253866107,3571,Manufacturing,ELECTRONIC COMPUTERS,,Computers,Technology,Computer Systems,1 - Nano,1 - Nano,,USD,MINNESOTA U.S.A,2018-08-21,2018-08-21,1993-07-16,1999-02-03,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000892038,
SF1,115804,ARS1,AMERICAN RESIDENTIAL SERVICES INC,NYSE,Y,Domestic,28911105,1700,Construction,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,,Construction,Industrials,Engineering & Construction,2 - Micro,3 - Small,ARS,USD,TEXAS U.S.A,2018-08-22,2018-08-22,1996-09-26,1999-04-26,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001014187,
SF1,115805,AEH,ALLEGIANCE CORP,NYSE,Y,Domestic,,8093,Services,SERVICES-SPECIALTY OUTPATIENT FACILITIES NEC,,Healthcare,Healthcare,Medical Care,4 - Mid,4 - Mid,,USD,ILLINOIS U.S.A,2018-08-22,2018-08-22,1996-09-25,1999-02-03,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001017799,
SF1,115806,NVUE,NVIEW CORP,NASDAQ,Y,Domestic,670974104,3577,Manufacturing,COMPUTER PERIPHERAL EQUIPMENT NEC,,Computers,Technology,Computer Systems,1 - Nano,1 - Nano,,USD,VIRGINIA U.S.A,2018-08-22,2018-08-22,1991-05-01,1999-01-13,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000873371,
SF1,115807,ENDG,ENDOGEN INC,NASDAQ,Y,Domestic,29264J108,2835,Manufacturing,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,,Pharmaceutical Products,Healthcare,Diagnostics & Research,1 - Nano,1 - Nano,,USD,MASSACHUSETTS U.S.A,2018-08-22,2018-08-22,1995-09-19,1999-07-08,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000894020,
SF1,115808,IMII1,INTELLIGENT MEDICAL IMAGING INC,NASDAQ,Y,Domestic,45815T106,3826,Manufacturing,LABORATORY ANALYTICAL INSTRUMENTS,,Measuring and Control Equipment,Healthcare,Diagnostics & Research,1 - Nano,1 - Nano,IMII,USD,FLORIDA U.S.A,2018-08-22,2018-08-22,1996-03-25,1999-05-17,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000930090,
SF1,115809,SEA2,STORAGE TRUST REALTY,NYSE,Y,Domestic,861909109,6798,Finance Insurance and Real Estate,REAL ESTATE INVESTMENT TRUSTS,,Trading,Real Estate,REIT - Diversified,3 - Small,2 - Micro,SEA,USD,MISSOURI U.S.A,2018-08-22,2018-08-22,1994-11-09,1999-03-12,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000928735,
SF1,115810,STA,STARTER CORP,NYSE,Y,Domestic,855684106,2300,Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,,Consumer Goods,Consumer Cyclical,Apparel Manufacturing,2 - Micro,3 - Small,,USD,CONNECTICUT U.S.A,2018-08-21,2018-08-21,1993-04-12,1999-04-19,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000897507,
SF1,115811,ARMA,ARM FINANCIAL GROUP INC,NYSEMKT,Y,Domestic,1944107,6311,Finance Insurance and Real Estate,LIFE INSURANCE,,Insurance,Financial Services,Insurance - Life,3 - Small,2 - Micro,ARM.A ARM,USD,KENTUCKY U.S.A,2018-08-21,2018-08-21,1997-06-20,1999-08-25,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000910562,
SF1,115812,NMFG,NATIONAL MANUFACTURING TECHNOLOGIES,NASDAQ,Y,Domestic,,3579,Manufacturing,OFFICE MACHINES NEC,,Computers,Industrials,Business Equipment,1 - Nano,1 - Nano,PHRX,USD,CALIFORNIA U.S.A,2018-08-21,2018-08-21,1987-08-12,1999-07-08,1996-12-31,2000-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000814427,
SF1,115813,UNII,UNIT INSTRUMENTS INC,NASDAQ,Y,Domestic,90921C100 052760105,3823,Manufacturing,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT DISPLAY AND CONTROL,,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,1 - Nano,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-01-22,1997-03-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000350067,
SF1,115814,WAX,WAXMAN INDUSTRIES INC,NYSE,Y,Domestic,944124106 944124304,5070,Wholesale Trade,WHOLESALE-HARDWARE & PLUMBING & HEATING EQUIPMENT & SUPPLIES,,Wholesale,Technology,Electronics Distribution,1 - Nano,2 - Micro,WAXX WXMN,USD,OHIO U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-03-25,1996-12-31,2000-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000105096,
SF1,115815,SPOP,SPECTRUM ORGANIC PRODUCTS INC,NASDAQ,Y,Domestic,685928103,2033,Manufacturing,CANNED FRUITS VEG PRESERVES JAMS & JELLIES,,Food Products,Consumer Defensive,Packaged Foods,1 - Nano,2 - Micro,OFPI,USD,CALIFORNIA U.S.A,2018-08-21,2018-08-21,1997-08-13,1999-05-26,1996-12-31,2005-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001034992,
SF1,115816,AXTC,AXTIVE CORP,NASDAQ,Y,Domestic,928430107 279869101 05462R209,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,1 - Nano,1 - Nano,EDGE EDGEW,USD,TEXAS U.S.A,2018-08-22,2018-08-22,1996-07-25,1999-07-15,1996-12-31,2005-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001015172,
SF1,115817,VALE1,VALLEY SYSTEMS INC,NASDAQ,Y,Domestic,920135100,4950,Transportation Communications Electric Gas and Sanitary Service,SANITARY SERVICES,,Almost Nothing,Industrials,Waste Management,1 - Nano,1 - Nano,VALE VSLC,USD,GEORGIA U.S.A,2018-08-21,2018-08-21,1991-06-12,1999-01-13,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000873571,
SF1,115818,TM1,TOASTMASTER INC,NYSE,Y,Domestic,888791100,3634,Manufacturing,ELECTRIC HOUSEWARES & FANS,,Consumer Goods,Technology,Consumer Electronics,2 - Micro,2 - Micro,TM,USD,MISSOURI U.S.A,2018-08-22,2018-08-21,1992-03-04,1999-01-06,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000818268,
SF1,115819,ABOV,ABOVENET COMMUNICATIONS INC,NASDAQ,Y,Domestic,3743101,7373,Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,,Computers,Technology,Software - Application,3 - Small,1 - Nano,,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1998-12-11,1999-09-08,1997-06-30,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001026819,
SF1,115820,CCSE,COMMUNITY CARE SERVICES INC,NASDAQ,Y,Domestic,203908108,8082,Services,SERVICES-HOME HEALTH CARE SERVICES,,Healthcare,Healthcare,Medical Care,1 - Nano,1 - Nano,CCSEW,USD,NEW YORK U.S.A,2018-08-21,2018-08-21,1996-10-22,1999-03-29,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001005139,
SF1,115821,HCRC,HALLWOOD CONSOLIDATED RESOURCES CORP,NASDAQ,Y,Domestic,40636V208 40636V109,1311,Mining,CRUDE PETROLEUM & NATURAL GAS,,Petroleum,Energy,Oil & Gas E&P,2 - Micro,1 - Nano,,USD,COLORADO U.S.A,2018-08-21,2018-08-21,1992-06-05,1999-06-03,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883953,
SF1,115822,AMXI,AMNEX INC,NASDAQ,Y,Domestic,,4899,Transportation Communications Electric Gas and Sanitary Service,COMMUNICATIONS SERVICES NEC,,Communication,Communication Services,Telecom Services,2 - Micro,2 - Micro,AMXIC,USD,NEW YORK U.S.A,2018-08-21,2018-08-21,1988-12-07,1999-04-27,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000793526,
SF1,115823,DVLG,DEVLIEG BULLARD INC,NASDAQ,Y,Domestic,251782108,3540,Manufacturing,METALWORKG MACHINERY & EQUIPMENT,,Machinery,Industrials,Diversified Industrials,1 - Nano,2 - Micro,,USD,ILLINOIS U.S.A,2018-08-21,2018-08-21,1990-03-19,1999-04-16,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000858710,
SF1,115824,GNTL,GENTLE DENTAL SERVICE CORP,NASDAQ,Y,Domestic,37245B102,,,,,,,None,2 - Micro,2 - Micro,,USD,,2018-08-21,2018-08-21,1997-02-14,1999-03-12,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000898807,
SF1,115825,DHSM1,DIAGNOSTIC HEALTH SERVICES INC,NASDAQ,Y,Domestic,252446406,8071,Services,SERVICES-MEDICAL LABORATORIES,,Healthcare,Healthcare,Diagnostics & Research,2 - Micro,2 - Micro,DHSM,USD,TEXAS U.S.A,2018-08-21,2018-08-21,1993-06-25,1999-08-11,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000895659,
SF1,115826,SUSC1,MIAMI SUBS CORP,NASDAQ,Y,Domestic,,5812,Retail Trade,RETAIL-EATING  PLACES,,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,1 - Nano,1 - Nano,SUSC SUBS,USD,FLORIDA U.S.A,2018-08-21,2018-08-21,1986-01-01,1999-03-02,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000875174,
SF1,115827,CMI2,COMPLETE MANAGEMENT INC,NYSE,Y,Domestic,20452C104,8000,Services,SERVICES-HEALTH SERVICES,,Healthcare,Healthcare,Medical Care,2 - Micro,2 - Micro,CMI CMGT,USD,NEW YORK U.S.A,2018-08-21,2018-08-21,1995-12-29,1999-01-29,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001002063,
SF1,115828,ULTD,ULTRADATA CORP,NASDAQ,Y,Domestic,90388N102,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,1 - Nano,1 - Nano,,USD,CALIFORNIA U.S.A,2018-08-21,2018-08-21,1996-02-20,1999-08-13,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001005406,
SF1,115829,ICAR,INTERCARGO CORP,NASDAQ,Y,Domestic,45844C108,6331,Finance Insurance and Real Estate,FIRE MARINE & CASUALTY INSURANCE,,Insurance,Financial Services,Insurance - Property & Casualty,2 - Micro,2 - Micro,,USD,ILLINOIS U.S.A,2018-08-21,2018-08-21,1988-05-25,1999-05-07,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000815787,
SF1,115830,RYC,RAYCHEM CORP,NYSE,Y,Domestic,754603108,3640,Manufacturing,ELECTRIC LIGHTING & WIRING EQUIPMENT,,Electrical Equipment,Technology,Electronic Components,4 - Mid,3 - Small,,USD,CALIFORNIA U.S.A,2018-08-21,2018-08-21,1986-01-01,1999-08-12,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000082206,
SF1,115831,PTRN,PHOTRAN CORP,NASDAQ,Y,Domestic,719404105,3231,Manufacturing,GLASS PRODUCTS MADE OF PURCHASED GLASS,,Consumer Goods,Basic Materials,Building Materials,1 - Nano,1 - Nano,,USD,MINNESOTA U.S.A,2018-08-21,2018-08-21,1996-05-30,1999-04-12,1995-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000894906,
SF1,115832,IVTC,INNOVATIVE VALVE TECHNOLOGIES INC,NASDAQ,Y,Domestic,45767J106,7600,Services,SERVICES-MISCELLANEOUS REPAIR SERVICES,,Personal Services,Industrials,Business Services,2 - Micro,2 - Micro,,USD,TEXAS U.S.A,2018-08-21,2018-08-21,1997-10-24,1999-05-05,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001036442,
SF1,115833,MMGR1,MEDICAL MANAGER CORP,NASDAQ,Y,Domestic,58461C103,7373,Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,,Computers,Technology,Software - Application,3 - Small,2 - Micro,MMGR,USD,FLORIDA U.S.A,2018-08-21,2018-08-21,1997-01-31,1999-07-23,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001022147,
SF1,115834,INHM,INCO HOMES CORP,NASDAQ,Y,Domestic,453257206 453257107,1531,Construction,OPERATIVE BUILDERS,,Construction,Consumer Cyclical,Residential Construction,1 - Nano,1 - Nano,INHME,USD,CALIFORNIA U.S.A,2018-08-21,2018-08-21,1993-04-05,1999-06-04,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000897432,
SF1,115835,CCIL,CELLULAR COMMUNICATIONS INTERNATIONAL INC,NASDAQ,Y,Domestic,150918100,4812,Transportation Communications Electric Gas and Sanitary Service,RADIOTELEPHONE COMMUNICATIONS,,Communication,Communication Services,Telecom Services,3 - Small,1 - Nano,,USD,NEW YORK U.S.A,2018-08-21,2018-08-21,1991-08-13,1999-03-25,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000870762,
SF1,115836,GMW,GENERAL MICROWAVE CORP,NYSEMKT,Y,Domestic,370307100,3679,Manufacturing,ELECTRONIC COMPONENTS NEC,,Electronic Equipment,Technology,Electronic Components,1 - Nano,1 - Nano,,USD,NEW YORK U.S.A,2018-08-21,2018-08-21,1986-01-01,1999-01-06,1997-03-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000040703,
SF1,115837,HDS2,HILLS STORES CO,NYSE,Y,Domestic,431692102 431691203 431692201,5331,Retail Trade,RETAIL-VARIETY STORES,,Retail,Consumer Defensive,Discount Stores,2 - Micro,3 - Small,HDS,USD,MASSACHUSETTS U.S.A,2018-08-21,2018-08-21,1993-11-01,1999-03-19,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000786877,
SF1,115838,LCSI,LCS INDUSTRIES INC,NASDAQ,Y,Domestic,501822209,7331,Services,SERVICES-DIRECT MAIL ADVERTISING SERVICES,,Business Services,Consumer Cyclical,Marketing Services,2 - Micro,2 - Micro,,USD,NEW JERSEY U.S.A,2018-08-21,2018-08-21,1986-01-01,1999-01-27,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000058151,
SF1,115839,BVSI,BRITE VOICE SYSTEMS INC,NASDAQ,Y,Domestic,110411105,3661,Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,,Electronic Equipment,Technology,Communication Equipment,2 - Micro,2 - Micro,,USD,FLORIDA U.S.A,2018-08-21,2018-08-21,1989-09-07,1999-08-13,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000852637,
SF1,115840,ESSF,ESSEF CORP,NASDAQ,Y,Domestic,269145108,3580,Manufacturing,REFRIGERATION & SERVICE INDUSTRY MACHINERY,,Machinery,Industrials,Diversified Industrials,2 - Micro,3 - Small,,USD,OHIO U.S.A,2018-08-21,2018-08-21,1987-06-15,1999-08-10,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000814037,
SF1,115841,TRKA,TRAK AUTO CORP,NASDAQ,Y,Domestic,892887100,5531,Retail Trade,RETAIL-AUTO & HOME SUPPLY STORES,,Retail,Consumer Cyclical,Specialty Retail,2 - Micro,3 - Small,,USD,MARYLAND U.S.A,2018-08-21,2018-08-21,1986-01-01,1999-05-24,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000716438,
SF1,115842,MKAU1,MK RESOURCES CO,NASDAQ,Y,Domestic,55305P100,1040,Mining,GOLD AND SILVER ORES,,Precious Metals,Basic Materials,Gold,1 - Nano,1 - Nano,MKAU,USD,UTAH U.S.A,2018-08-21,2018-08-21,1993-12-16,1999-01-06,1996-12-31,2005-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000913586,
SF1,115843,CUCO,CUCOS INC,NASDAQ,Y,Domestic,294113105 229725106,5812,Retail Trade,RETAIL-EATING  PLACES,,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,1 - Nano,1 - Nano,EESO,USD,LOUISIANA U.S.A,2018-08-21,2018-08-21,1986-01-01,1999-01-28,1996-12-31,2001-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000731724,
SF1,115844,DSCS,DISCAS INC,NASDAQ,Y,Domestic,254607104,,,,,,,None,1 - Nano,1 - Nano,DSCSW,USD,,2018-08-20,2018-08-20,1997-08-19,1999-02-09,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000786364,
SF1,115845,BBHF,BARBERS HAIRSTYLING FOR MEN & WOMEN INC,NASDAQ,Y,Domestic,67160101,5122,Wholesale Trade,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES,,Wholesale,Healthcare,Medical Distribution,1 - Nano,1 - Nano,,USD,MINNESOTA U.S.A,2018-08-20,2018-08-20,1994-08-23,1999-05-20,1996-09-30,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000926202,
